% Model,SimpleTrap.mph
% Version,COMSOL 5.6.0.280
% Date,"Jul 5 2023, 23:04"
% Dimension,3
% Nodes,1025
% Expressions,2
% Description,"Electric potential, Electric field norm"
% Length unit,µm
% x,y,z,esbe.V (V),esbe.normE (V/m)
-199.99999999999997,0,3,2.6431051081481885E-4,74.50896727639412
-199.80449657869013,0,3,2.644843674438612E-4,74.66935395825685
-199.41348973607032,0,3,2.6484759073030985E-4,74.97854281700153
-199.02248289345061,0,3,2.652384100741889E-4,75.27027214444631
-198.6314760508308,0,3,2.656623289867475E-4,75.54321261986544
-198.24046920821115,0,3,2.661219441952669E-4,75.79661490521994
-197.84946236559136,0,3,2.6661686167176693E-4,76.03034423916387
-197.45845552297166,0,3,2.6714318172928067E-4,76.24574673884551
-197.06744868035184,0,3,2.6769288608905514E-4,76.44693782427535
-196.67644183773217,0,3,2.6825366177400504E-4,76.64185521159516
-196.28543499511235,0,3,2.688096668575932E-4,76.84243984364495
-195.89442815249262,0,3,2.693434925005115E-4,77.06355876638824
-195.50342130987283,0,3,2.6983919780515834E-4,77.32066402630436
-195.1124144672532,0,3,2.7028591591070545E-4,77.62659141521202
-194.7214076246334,0,3,2.706812656995127E-4,77.98824421223105
-194.3304007820137,0,3,2.710337273630776E-4,78.40406817831374
-193.93939393939388,0,3,2.713632754762252E-4,78.86311179561228
-193.54838709677415,0,3,2.717040364064423E-4,79.34592392552346
-193.15738025415436,0,3,2.720838967773026E-4,79.82805390091315
-192.76637341153472,0,3,2.725450315493827E-4,80.28319833281694
-192.3753665689149,0,3,2.7312073499661756E-4,80.6881840990767
-191.9843597262952,0,3,2.738345620444172E-4,81.02657854067316
-191.59335288367538,0,3,2.7469649751970127E-4,81.2912840176046
-191.20234604105568,0,3,2.757013710761798E-4,81.48565607433032
-190.81133919843583,0,3,2.7682984222617436E-4,81.62303042340662
-190.4203323558162,0,3,2.7805177487148986E-4,81.72466207879302
-190.0293255131964,0,3,2.7933134911044624E-4,81.8162636886391
-189.63831867057672,0,3,2.806329176196561E-4,81.92364413905949
-189.24731182795693,0,3,2.819264850301734E-4,82.06828701715294
-188.85630498533723,0,3,2.831918077700929E-4,82.2638615064837
-188.46529814271742,0,3,2.844204493959864E-4,82.51447946751598
-188.07429130009768,0,3,2.8561559372760215E-4,82.81503298551627
-187.6832844574779,0,3,2.867898985789549E-4,83.15335414239591
-187.29227761485825,0,3,2.8797055311436705E-4,83.51322320522064
-186.90127077223843,0,3,2.8916106939896283E-4,83.87876502031948
-186.51026392961876,0,3,2.903899832909305E-4,84.23565500823226
-186.11925708699894,0,3,2.9167312269495196E-4,84.57368002800612
-185.7282502443792,0,3,2.930214852166318E-4,84.88666120594768
-185.33724340175942,0,3,2.9444118282739775E-4,85.17160255415781
-184.94623655913978,0,3,2.9593397461514517E-4,85.4274071124494
-184.55522971652,0,3,2.974977952630289E-4,85.65388308116789
-184.1642228739003,0,3,2.9912685565611555E-4,85.85158440841872
-183.77321603128047,0,3,3.008112545707358E-4,86.02260372937903
-183.38220918866074,0,3,3.0253643480056985E-4,86.17194793899817
-182.99120234604095,0,3,3.0428306469756797E-4,86.30880046857352
-182.6001955034213,0,3,3.060279179733028E-4,86.44693051692836
-182.2091886608015,0,3,3.077460637708916E-4,86.60373217717051
-181.8181818181818,0,3,3.0941426272512577E-4,86.79777818786954
-181.42717497556202,0,3,3.110150327636283E-4,87.04525472208417
-181.03616813294232,0,3,3.125382390713017E-4,87.35636095457936
-180.64516129032248,0,3,3.1399247044715207E-4,87.73112287007481
-180.25415444770283,0,3,3.1539342802538995E-4,88.1595794538084
-179.86314760508304,0,3,3.167703116906973E-4,88.62167810783122
-179.47214076246334,0,3,3.181599593685354E-4,89.09060763012047
-179.08113391984352,0,3,3.196011830437894E-4,89.53733616179255
-178.69012707722385,0,3,3.2112838537508303E-4,89.93555494748064
-178.29912023460403,0,3,3.2276567075727874E-4,90.26603949684322
-177.9081133919843,0,3,3.2452259529834767E-4,90.51974785369778
-177.5171065493645,0,3,3.263923880624548E-4,90.69929908250643
