% Model,SimpleTrap.mph
% Version,COMSOL 5.6.0.280
% Date,"Jul 5 2023, 23:04"
% Dimension,3
% Nodes,1025
% Expressions,2
% Description,"Electric potential, Electric field norm"
% Length unit,µm
% x,y,z,esbe.V (V),esbe.normE (V/m)
-199.99999999999997,0,3,0.02872987742968608,6678.438019838102
-199.80449657869013,0,3,0.02871494947557148,6684.245899569673
-199.41348973607032,0,3,0.028686393742243906,6694.637677599042
-199.02248289345061,0,3,0.028660233915066273,6703.141468131989
-198.6314760508308,0,3,0.02863700620163369,6709.5937538325725
-198.24046920821115,0,3,0.02861698114477106,6713.919339138036
-197.84946236559136,0,3,0.028600174956073136,6716.09504695968
-197.45845552297166,0,3,0.028586328785796963,6716.18175465269
-197.06744868035184,0,3,0.028574872250919536,6714.408418408817
-196.67644183773217,0,3,0.028564906848251637,6711.264140187634
-196.28543499511235,0,3,0.02855524825438452,6707.545295395241
-195.89442815249262,0,3,0.02854455240655044,6704.316008366261
-195.50342130987283,0,3,0.028531523959384682,6702.766989362071
-195.1124144672532,0,3,0.0285151764763616,6703.991920853713
-194.7214076246334,0,3,0.02849509112301575,6708.732119729985
-194.3304007820137,0,3,0.028471611642083172,6717.157963494523
-193.93939393939388,0,3,0.028445920678851697,6728.751460386885
-193.54838709677415,0,3,0.028421908085157575,6742.388198086986
-193.15738025415436,0,3,0.02839821930055345,6756.258781027282
-192.76637341153472,0,3,0.02837944557465297,6768.502553298455
-192.3753665689149,0,3,0.02836800130935712,6777.275701833981
-191.9843597262952,0,3,0.02836567116519926,6781.118776806686
-191.59335288367538,0,3,0.028373300319980203,6779.20026971154
-191.20234604105568,0,3,0.0283906380032708,6771.463275640021
-190.81133919843583,0,3,0.02841636687518019,6758.650535753041
-190.4203323558162,0,3,0.028448313784997348,6742.195229902259
-190.0293255131964,0,3,0.02848380042096924,6723.985143173457
-189.63831867057672,0,3,0.02852006384368544,6706.037593437258
-189.24731182795693,0,3,0.028554664197141415,6690.151520179913
-188.85630498533723,0,3,0.02858580346188611,6677.615577362091
-188.46529814271742,0,3,0.028612502741975653,6669.037800466688
-188.07429130009768,0,3,0.02863461924307498,6664.32766824226
-187.6832844574779,0,3,0.028652718942393546,6662.819162904909
-187.29227761485825,0,3,0.028668276883017096,6663.470944560638
-186.90127077223843,0,3,0.028681551256912602,6665.189177750043
-186.51026392961876,0,3,0.028694377759238446,6666.9333903693805
-186.11925708699894,0,3,0.028707749630320564,6667.935388094807
-185.7282502443792,0,3,0.028722355210662305,6667.723450597862
-185.33724340175942,0,3,0.028738565772609706,6666.0791131916485
-184.94623655913978,0,3,0.028756471944007638,6662.944326887617
-184.55522971652,0,3,0.02877592758435401,6658.331789345474
-184.1642228739003,0,3,0.028796568337474383,6652.2853222820995
-183.77321603128047,0,3,0.028817794912069972,6644.910698885633
-183.38220918866074,0,3,0.02883873835402954,6636.461731509663
-182.99120234604095,0,3,0.02885824402654532,6627.437738168348
-182.6001955034213,0,3,0.028874914188607482,6618.6380232302345
-182.2091886608015,0,3,0.0288872345526941,6611.129182280896
-181.8181818181818,0,3,0.028893783465496217,6606.1076112743785
-181.42717497556202,0,3,0.028893492733968386,6604.674851779224
-181.03616813294232,0,3,0.028893316726568145,6607.295133738892
-180.64516129032248,0,3,0.028879076662953466,6614.68628219416
-180.25415444770283,0,3,0.028859038447520937,6626.040890081427
-179.86314760508304,0,3,0.028835188535896762,6640.1430376062535
-179.47214076246334,0,3,0.028810064070573994,6655.2659358350675
-179.08113391984352,0,3,0.0287863924485265,6669.448329776689
-178.69012707722385,0,3,0.028766671093726895,6680.818505824935
-178.29912023460403,0,3,0.028752766161950053,6687.903350839759
-177.9081133919843,0,3,0.028745608548964297,6689.871803618491
-177.5171065493645,0,3,0.02874504824314784,6686.677031277843
-177.12609970674487,0,3,0.02874989738049646,6679.073429629282
-176.73509286412505,0,3,0.028758154668381677,6668.496586417982
-176.34408602150538,0,3,0.028767366956153978,6656.814925817498
-175.95307917888556,0,3,0.028775055824005184,6645.992684956256
-175.56207233626583,0,3,0.028779125107991826,6637.734326047021
-175.17106549364604,0,3,0.02877817268383024,6633.19322197932
-174.7800586510264,0,3,0.02877147744837936,6632.812419539253
-174.38905180840658,0,3,0.02875946384221085,6636.324885960299
-173.9980449657869,0,3,0.028743186871459308,6642.900408107155
-173.60703812316706,0,3,0.02872413542193436,6651.379165346689
-173.21603128054736,0,3,0.028703990246373788,6660.528682832494
-172.82502443792757,0,3,0.02868437354058309,6669.258014572973
-172.43401759530792,0,3,0.028666669995602034,6676.746915395811
-172.04301075268813,0,3,0.028651936766589385,6682.476013097081
-171.65200391006843,0,3,0.028640890372800133,6686.174434604446
-171.2609970674486,0,3,0.028633936335014033,6687.726565498297
-170.86999022482894,0,3,0.02863120036788936,6687.0907785799545
-170.47898338220912,0,3,0.028632531060181737,6684.273213184994
-170.08797653958945,0,3,0.02863746862779389,6679.3710563069735
-169.69696969696963,0,3,0.028645201661774217,6672.664759286161
-169.30596285434996,0,3,0.028654551559348977,6664.7129915334635
-168.91495601173017,0,3,0.02866402468802027,6656.397545663916
-168.52394916911047,0,3,0.028676006627155994,6649.01193752693
