% Model,SimpleTrap.mph
% Version,COMSOL 5.6.0.280
% Date,"Jul 4 2023, 00:28"
% Dimension,3
% Nodes,1025
% Expressions,2
% Description,"Electric potential, Electric field norm"
% Length unit,µm
% x,y,z,esbe.V (V),esbe.normE (V/m)
-199.99999999999997,0,3,8.561886609547986E-4,266.18942526467896
-199.80449657869013,0,3,8.571981532886248E-4,266.53724707304826
-199.41348973607032,0,3,8.595342411790658E-4,267.13746916570466
-199.02248289345061,0,3,8.623247310621616E-4,267.6011183133656
-198.6314760508308,0,3,8.655941250887318E-4,267.92205906568495
-198.24046920821115,0,3,8.693530515796006E-4,268.09671139005565
-197.84946236559136,0,3,8.735983784919034E-4,268.1231689400352
-197.45845552297166,0,3,8.783115161607067E-4,268.00366132071633
-197.06744868035184,0,3,8.834560055199451E-4,267.7492285318562
-196.67644183773217,0,3,8.889763613292847E-4,267.38436496394246
-196.28543499511235,0,3,8.948001466920989E-4,266.949197780343
-195.89442815249262,0,3,9.008444003315427E-4,266.49743966660424
-195.50342130987283,0,3,9.070261578924882E-4,266.0896032366206
-195.1124144672532,0,3,9.132753888765966E-4,265.78245195297285
-194.7214076246334,0,3,9.195476606900198E-4,265.61702704057444
-194.3304007820137,0,3,9.258335300865884E-4,265.6083910203844
-193.93939393939388,0,3,9.321621297952564E-4,265.7400785566441
-193.54838709677415,0,3,9.386119280270265E-4,265.9645519096194
-193.15738025415436,0,3,9.452417315042802E-4,266.212799369664
-192.76637341153472,0,3,9.521633293243705E-4,266.40338447163464
-192.3753665689149,0,3,9.594625341553566E-4,266.4587705369537
-191.9843597262952,0,3,9.671970567848871E-4,266.3180070574742
-191.59335288367538,0,3,9.753833691223271E-4,265.9468594448198
-191.20234604105568,0,3,9.839905301969659E-4,265.3435373951681
-190.81133919843583,0,3,9.929420964987258E-4,264.539344532085
-190.4203323558162,0,3,0.001002125628725153,263.59402228775957
-190.0293255131964,0,3,0.0010114078124014107,262.58620887934785
-189.63831867057672,0,3,0.0010206521466654492,261.6004582697042
-189.24731182795693,0,3,0.0010297357722667102,260.71334998109404
-188.85630498533723,0,3,0.0010385624001380891,259.98175489162475
-188.46529814271742,0,3,0.0010470693457510036,259.43587981697505
-188.07429130009768,0,3,0.001055228074609428,259.0783776341921
-187.6832844574779,0,3,0.0010630390602888312,258.88909762945195
-187.29227761485825,0,3,0.001070550989597495,258.83292696108845
-186.90127077223843,0,3,0.0010777365644822085,258.8722620367649
-186.51026392961876,0,3,0.0010846561714773963,258.97096188309627
-186.11925708699894,0,3,0.0010913339205774852,259.1025549727556
-185.7282502443792,0,3,0.0010977843313978585,259.2508977040622
-185.33724340175942,0,3,0.0011040119855279529,259.4084637712885
-184.94623655913978,0,3,0.0011100128448940727,259.5730831673885
-184.55522971652,0,3,0.0011157756894388973,259.7451521581343
-184.1642228739003,0,3,0.0011212825439200131,259.9269140839925
-183.77321603128047,0,3,0.0011265078857501335,260.1242590816513
-183.38220918866074,0,3,0.0011314174399407258,260.3501259081799
-182.99120234604095,0,3,0.0011359680168021137,260.6276403494141
-182.6001955034213,0,3,0.0011401098492817073,260.9909600143868
-182.2091886608015,0,3,0.001143792236043925,261.4824029604036
-181.8181818181818,0,3,0.001146972229911117,262.14557889205247
-181.42717497556202,0,3,0.001149624981560046,263.0156114173881
-181.03616813294232,0,3,0.001151744983482189,264.1096405809852
-180.64516129032248,0,3,0.0011533849828026916,265.4154607114756
-180.25415444770283,0,3,0.0011546107136087792,266.89360024284724
-179.86314760508304,0,3,0.0011555258615854494,268.47768948637895
-179.47214076246334,0,3,0.0011562533252963236,270.08484854730597
-179.08113391984352,0,3,0.0011569191740524727,271.62911700322593
-178.69012707722385,0,3,0.0011576348491767236,273.03564717464224
-178.29912023460403,0,3,0.001158481012511247,274.252796779791
-177.9081133919843,0,3,0.0011594962318262148,275.260172889034
-177.5171065493645,0,3,0.00116067278564014,276.07165727350656
-177.12609970674487,0,3,0.0011619604972969138,276.7330718900058
-176.73509286412505,0,3,0.0011632779534221584,277.3145626670109
-176.34408602150538,0,3,0.0011645290105406028,277.8984416005018
-175.95307917888556,0,3,0.0011656214281360222,278.5643276694857
-175.56207233626583,0,3,0.0011664840436168534,279.3745704256691
-175.17106549364604,0,3,0.0011670792718277544,280.3633785983322
-174.7800586510264,0,3,0.0011674025549853434,281.53232831971593
-174.38905180840658,0,3,0.0011674946984043602,282.85296773141766
-173.9980449657869,0,3,0.0011674281527565204,284.2755382801615
-173.60703812316706,0,3,0.001167289325583738,285.74052253643066
-173.21603128054736,0,3,0.001167169606276026,287.1900193255394
-172.82502443792757,0,3,0.0011671542337956579,288.57609557579525
